FREQ,Frequency,REF_AREA,Territory,DATA_TYPE_AGGR,Aggregate,VALUATION,Valuation (DESC),ADJUSTMENT,Adjustment (DESC),EDITION,Edition (DESC),TIME_PERIOD,Observation,OBS_STATUS,Observation status,NOTE_REF_AREA,Territory (NOTE_REF_AREA),NOTE_DATA_TYPE_AGGR,Aggregate (NOTE_DATA_TYPE_AGGR),NOTE_VALUATION,Valuation (NOTE_VALUATION),NOTE_ADJUSTMENT,Adjustment (NOTE_ADJUSTMENT),NOTE_EDITION,Edition (NOTE_EDITION),BASE_PER,Base year,UNIT_MEAS,Measure unit,UNIT_MULT,Multiplication unit
Q,Quarterly,IT,Italy,B1GQ_B_W2_S1,Gross domestic product at market prices,V,Current prices,N,Raw data,2024M10,Oct-2024,1998-Q3,280637.9,,,,,,,VAL__V_N3,Current prices:they reflect the value of a product at prices of the current reporting period.,CORREZ__N_N1,Raw data:present infra annual fluctuations due to seasonal factors and are also influenced by the different calendar composition of the reference period.,T_BIS__BENC2024,Benchmark 2024,,,EURO,Euro,6,Millions
Q,Quarterly,IT,Italy,B1GQ_B_W2_S1,Gross domestic product at market prices,V,Current prices,N,Raw data,2024M10,Oct-2024,1998-Q4,310222.2,,,,,,,VAL__V_N3,Current prices:they reflect the value of a product at prices of the current reporting period.,CORREZ__N_N1,Raw data:present infra annual fluctuations due to seasonal factors and are also influenced by the different calendar composition of the reference period.,T_BIS__BENC2024,Benchmark 2024,,,EURO,Euro,6,Millions
Q,Quarterly,IT,Italy,B1GQ_B_W2_S1,Gross domestic product at market prices,V,Current prices,N,Raw data,2024M10,Oct-2024,1999-Q1,272795.4,,,,,,,VAL__V_N3,Current prices:they reflect the value of a product at prices of the current reporting period.,CORREZ__N_N1,Raw data:present infra annual fluctuations due to seasonal factors and are also influenced by the different calendar composition of the reference period.,T_BIS__BENC2024,Benchmark 2024,,,EURO,Euro,6,Millions
Q,Quarterly,IT,Italy,B1GQ_B_W2_S1,Gross domestic product at market prices,V,Current prices,N,Raw data,2024M10,Oct-2024,1999-Q2,291693.7,,,,,,,VAL__V_N3,Current prices:they reflect the value of a product at prices of the current reporting period.,CORREZ__N_N1,Raw data:present infra annual fluctuations due to seasonal factors and are also influenced by the different calendar composition of the reference period.,T_BIS__BENC2024,Benchmark 2024,,,EURO,Euro,6,Millions
Q,Quarterly,IT,Italy,B1GQ_B_W2_S1,Gross domestic product at market prices,V,Current prices,N,Raw data,2024M10,Oct-2024,1999-Q3,288995.7,,,,,,,VAL__V_N3,Current prices:they reflect the value of a product at prices of the current reporting period.,CORREZ__N_N1,Raw data:present infra annual fluctuations due to seasonal factors and are also influenced by the different calendar composition of the reference period.,T_BIS__BENC2024,Benchmark 2024,,,EURO,Euro,6,Millions
Q,Quarterly,IT,Italy,B1GQ_B_W2_S1,Gross domestic product at market prices,V,Current prices,N,Raw data,2024M10,Oct-2024,1999-Q4,324064.9,,,,,,,VAL__V_N3,Current prices:they reflect the value of a product at prices of the current reporting period.,CORREZ__N_N1,Raw data:present infra annual fluctuations due to seasonal factors and are also influenced by the different calendar composition of the reference period.,T_BIS__BENC2024,Benchmark 2024,,,EURO,Euro,6,Millions
Q,Quarterly,IT,Italy,B1GQ_B_W2_S1,Gross domestic product at market prices,V,Current prices,N,Raw data,2024M10,Oct-2024,2000-Q1,289361.4,,,,,,,VAL__V_N3,Current prices:they reflect the value of a product at prices of the current reporting period.,CORREZ__N_N1,Raw data:present infra annual fluctuations due to seasonal factors and are also influenced by the different calendar composition of the reference period.,T_BIS__BENC2024,Benchmark 2024,,,EURO,Euro,6,Millions
Q,Quarterly,IT,Italy,B1GQ_B_W2_S1,Gross domestic product at market prices,V,Current prices,N,Raw data,2024M10,Oct-2024,2000-Q2,308909.3,,,,,,,VAL__V_N3,Current prices:they reflect the value of a product at prices of the current reporting period.,CORREZ__N_N1,Raw data:present infra annual fluctuations due to seasonal factors and are also influenced by the different calendar composition of the reference period.,T_BIS__BENC2024,Benchmark 2024,,,EURO,Euro,6,Millions
Q,Quarterly,IT,Italy,B1GQ_B_W2_S1,Gross domestic product at market prices,V,Current prices,N,Raw data,2024M10,Oct-2024,2000-Q3,305187.7,,,,,,,VAL__V_N3,Current prices:they reflect the value of a product at prices of the current reporting period.,CORREZ__N_N1,Raw data:present infra annual fluctuations due to seasonal factors and are also influenced by the different calendar composition of the reference period.,T_BIS__BENC2024,Benchmark 2024,,,EURO,Euro,6,Millions
Q,Quarterly,IT,Italy,B1GQ_B_W2_S1,Gross domestic product at market prices,V,Current prices,N,Raw data,2024M10,Oct-2024,2000-Q4,341285.9,,,,,,,VAL__V_N3,Current prices:they reflect the value of a product at prices of the current reporting period.,CORREZ__N_N1,Raw data:present infra annual fluctuations due to seasonal factors and are also influenced by the different calendar composition of the reference period.,T_BIS__BENC2024,Benchmark 2024,,,EURO,Euro,6,Millions
Q,Quarterly,IT,Italy,B1GQ_B_W2_S1,Gross domestic product at market prices,V,Current prices,N,Raw data,2024M10,Oct-2024,2001-Q1,306038.2,,,,,,,VAL__V_N3,Current prices:they reflect the value of a product at prices of the current reporting period.,CORREZ__N_N1,Raw data:present infra annual fluctuations due to seasonal factors and are also influenced by the different calendar composition of the reference period.,T_BIS__BENC2024,Benchmark 2024,,,EURO,Euro,6,Millions
Q,Quarterly,IT,Italy,B1GQ_B_W2_S1,Gross domestic product at market prices,V,Current prices,N,Raw data,2024M10,Oct-2024,2001-Q2,326799,,,,,,,VAL__V_N3,Current prices:they reflect the value of a product at prices of the current reporting period.,CORREZ__N_N1,Raw data:present infra annual fluctuations due to seasonal factors and are also influenced by the different calendar composition of the reference period.,T_BIS__BENC2024,Benchmark 2024,,,EURO,Euro,6,Millions
Q,Quarterly,IT,Italy,B1GQ_B_W2_S1,Gross domestic product at market prices,V,Current prices,N,Raw data,2024M10,Oct-2024,2001-Q3,320129.7,,,,,,,VAL__V_N3,Current prices:they reflect the value of a product at prices of the current reporting period.,CORREZ__N_N1,Raw data:present infra annual fluctuations due to seasonal factors and are also influenced by the different calendar composition of the reference period.,T_BIS__BENC2024,Benchmark 2024,,,EURO,Euro,6,Millions
Q,Quarterly,IT,Italy,B1GQ_B_W2_S1,Gross domestic product at market prices,V,Current prices,N,Raw data,2024M10,Oct-2024,2001-Q4,355656.2,,,,,,,VAL__V_N3,Current prices:they reflect the value of a product at prices of the current reporting period.,CORREZ__N_N1,Raw data:present infra annual fluctuations due to seasonal factors and are also influenced by the different calendar composition of the reference period.,T_BIS__BENC2024,Benchmark 2024,,,EURO,Euro,6,Millions
Q,Quarterly,IT,Italy,B1GQ_B_W2_S1,Gross domestic product at market prices,V,Current prices,N,Raw data,2024M10,Oct-2024,2002-Q1,314805.4,,,,,,,VAL__V_N3,Current prices:they reflect the value of a product at prices of the current reporting period.,CORREZ__N_N1,Raw data:present infra annual fluctuations due to seasonal factors and are also influenced by the different calendar composition of the reference period.,T_BIS__BENC2024,Benchmark 2024,,,EURO,Euro,6,Millions
Q,Quarterly,IT,Italy,B1GQ_B_W2_S1,Gross domestic product at market prices,V,Current prices,N,Raw data,2024M10,Oct-2024,2002-Q2,337520,,,,,,,VAL__V_N3,Current prices:they reflect the value of a product at prices of the current reporting period.,CORREZ__N_N1,Raw data:present infra annual fluctuations due to seasonal factors and are also influenced by the different calendar composition of the reference period.,T_BIS__BENC2024,Benchmark 2024,,,EURO,Euro,6,Millions
Q,Quarterly,IT,Italy,B1GQ_B_W2_S1,Gross domestic product at market prices,V,Current prices,N,Raw data,2024M10,Oct-2024,2002-Q3,334210.5,,,,,,,VAL__V_N3,Current prices:they reflect the value of a product at prices of the current reporting period.,CORREZ__N_N1,Raw data:present infra annual fluctuations due to seasonal factors and are also influenced by the different calendar composition of the reference period.,T_BIS__BENC2024,Benchmark 2024,,,EURO,Euro,6,Millions
Q,Quarterly,IT,Italy,B1GQ_B_W2_S1,Gross domestic product at market prices,V,Current prices,N,Raw data,2024M10,Oct-2024,2002-Q4,368986.5,,,,,,,VAL__V_N3,Current prices:they reflect the value of a product at prices of the current reporting period.,CORREZ__N_N1,Raw data:present infra annual fluctuations due to seasonal factors and are also influenced by the different calendar composition of the reference period.,T_BIS__BENC2024,Benchmark 2024,,,EURO,Euro,6,Millions
Q,Quarterly,IT,Italy,B1GQ_B_W2_S1,Gross domestic product at market prices,V,Current prices,N,Raw data,2024M10,Oct-2024,2003-Q1,325530.4,,,,,,,VAL__V_N3,Current prices:they reflect the value of a product at prices of the current reporting period.,CORREZ__N_N1,Raw data:present infra annual fluctuations due to seasonal factors and are also influenced by the different calendar composition of the reference period.,T_BIS__BENC2024,Benchmark 2024,,,EURO,Euro,6,Millions
Q,Quarterly,IT,Italy,B1GQ_B_W2_S1,Gross domestic product at market prices,V,Current prices,N,Raw data,2024M10,Oct-2024,2003-Q2,348349.1,,,,,,,VAL__V_N3,Current prices:they reflect the value of a product at prices of the current reporting period.,CORREZ__N_N1,Raw data:present infra annual fluctuations due to seasonal factors and are also influenced by the different calendar composition of the reference period.,T_BIS__BENC2024,Benchmark 2024,,,EURO,Euro,6,Millions
Q,Quarterly,IT,Italy,B1GQ_B_W2_S1,Gross domestic product at market prices,V,Current prices,N,Raw data,2024M10,Oct-2024,2003-Q3,346025.6,,,,,,,VAL__V_N3,Current prices:they reflect the value of a product at prices of the current reporting period.,CORREZ__N_N1,Raw data:present infra annual fluctuations due to seasonal factors and are also influenced by the different calendar composition of the reference period.,T_BIS__BENC2024,Benchmark 2024,,,EURO,Euro,6,Millions
Q,Quarterly,IT,Italy,B1GQ_B_W2_S1,Gross domestic product at market prices,V,Current prices,N,Raw data,2024M10,Oct-2024,2003-Q4,379480.9,,,,,,,VAL__V_N3,Current prices:they reflect the value of a product at prices of the current reporting period.,CORREZ__N_N1,Raw data:present infra annual fluctuations due to seasonal factors and are also influenced by the different calendar composition of the reference period.,T_BIS__BENC2024,Benchmark 2024,,,EURO,Euro,6,Millions
Q,Quarterly,IT,Italy,B1GQ_B_W2_S1,Gross domestic product at market prices,V,Current prices,N,Raw data,2024M10,Oct-2024,2004-Q1,337330.2,,,,,,,VAL__V_N3,Current prices:they reflect the value of a product at prices of the current reporting period.,CORREZ__N_N1,Raw data:present infra annual fluctuations due to seasonal factors and are also influenced by the different calendar composition of the reference period.,T_BIS__BENC2024,Benchmark 2024,,,EURO,Euro,6,Millions
Q,Quarterly,IT,Italy,B1GQ_B_W2_S1,Gross domestic product at market prices,V,Current prices,N,Raw data,2024M10,Oct-2024,2004-Q2,364732.8,,,,,,,VAL__V_N3,Current prices:they reflect the value of a product at prices of the current reporting period.,CORREZ__N_N1,Raw data:present infra annual fluctuations due to seasonal factors and are also influenced by the different calendar composition of the reference period.,T_BIS__BENC2024,Benchmark 2024,,,EURO,Euro,6,Millions
Q,Quarterly,IT,Italy,B1GQ_B_W2_S1,Gross domestic product at market prices,V,Current prices,N,Raw data,2024M10,Oct-2024,2004-Q3,359343.6,,,,,,,VAL__V_N3,Current prices:they reflect the value of a product at prices of the current reporting period.,CORREZ__N_N1,Raw data:present infra annual fluctuations due to seasonal factors and are also influenced by the different calendar composition of the reference period.,T_BIS__BENC2024,Benchmark 2024,,,EURO,Euro,6,Millions
Q,Quarterly,IT,Italy,B1GQ_B_W2_S1,Gross domestic product at market prices,V,Current prices,N,Raw data,2024M10,Oct-2024,2004-Q4,395949.6,,,,,,,VAL__V_N3,Current prices:they reflect the value of a product at prices of the current reporting period.,CORREZ__N_N1,Raw data:present infra annual fluctuations due to seasonal factors and are also influenced by the different calendar composition of the reference period.,T_BIS__BENC2024,Benchmark 2024,,,EURO,Euro,6,Millions
Q,Quarterly,IT,Italy,B1GQ_B_W2_S1,Gross domestic product at market prices,V,Current prices,N,Raw data,2024M10,Oct-2024,2005-Q1,347861.2,,,,,,,VAL__V_N3,Current prices:they reflect the value of a product at prices of the current reporting period.,CORREZ__N_N1,Raw data:present infra annual fluctuations due to seasonal factors and are also influenced by the different calendar composition of the reference period.,T_BIS__BENC2024,Benchmark 2024,,,EURO,Euro,6,Millions
Q,Quarterly,IT,Italy,B1GQ_B_W2_S1,Gross domestic product at market prices,V,Current prices,N,Raw data,2024M10,Oct-2024,2005-Q2,373713,,,,,,,VAL__V_N3,Current prices:they reflect the value of a product at prices of the current reporting period.,CORREZ__N_N1,Raw data:present infra annual fluctuations due to seasonal factors and are also influenced by the different calendar composition of the reference period.,T_BIS__BENC2024,Benchmark 2024,,,EURO,Euro,6,Millions
Q,Quarterly,IT,Italy,B1GQ_B_W2_S1,Gross domestic product at market prices,V,Current prices,N,Raw data,2024M10,Oct-2024,2005-Q3,369320.7,,,,,,,VAL__V_N3,Current prices:they reflect the value of a product at prices of the current reporting period.,CORREZ__N_N1,Raw data:present infra annual fluctuations due to seasonal factors and are also influenced by the different calendar composition of the reference period.,T_BIS__BENC2024,Benchmark 2024,,,EURO,Euro,6,Millions
Q,Quarterly,IT,Italy,B1GQ_B_W2_S1,Gross domestic product at market prices,V,Current prices,N,Raw data,2024M10,Oct-2024,2005-Q4,408178.2,,,,,,,VAL__V_N3,Current prices:they reflect the value of a product at prices of the current reporting period.,CORREZ__N_N1,Raw data:present infra annual fluctuations due to seasonal factors and are also influenced by the different calendar composition of the reference period.,T_BIS__BENC2024,Benchmark 2024,,,EURO,Euro,6,Millions
Q,Quarterly,IT,Italy,B1GQ_B_W2_S1,Gross domestic product at market prices,V,Current prices,N,Raw data,2024M10,Oct-2024,2006-Q1,364051.4,,,,,,,VAL__V_N3,Current prices:they reflect the value of a product at prices of the current reporting period.,CORREZ__N_N1,Raw data:present infra annual fluctuations due to seasonal factors and are also influenced by the different calendar composition of the reference period.,T_BIS__BENC2024,Benchmark 2024,,,EURO,Euro,6,Millions
Q,Quarterly,IT,Italy,B1GQ_B_W2_S1,Gross domestic product at market prices,V,Current prices,N,Raw data,2024M10,Oct-2024,2006-Q2,389755.1,,,,,,,VAL__V_N3,Current prices:they reflect the value of a product at prices of the current reporting period.,CORREZ__N_N1,Raw data:present infra annual fluctuations due to seasonal factors and are also influenced by the different calendar composition of the reference period.,T_BIS__BENC2024,Benchmark 2024,,,EURO,Euro,6,Millions
Q,Quarterly,IT,Italy,B1GQ_B_W2_S1,Gross domestic product at market prices,V,Current prices,N,Raw data,2024M10,Oct-2024,2006-Q3,384070.2,,,,,,,VAL__V_N3,Current prices:they reflect the value of a product at prices of the current reporting period.,CORREZ__N_N1,Raw data:present infra annual fluctuations due to seasonal factors and are also influenced by the different calendar composition of the reference period.,T_BIS__BENC2024,Benchmark 2024,,,EURO,Euro,6,Millions
Q,Quarterly,IT,Italy,B1GQ_B_W2_S1,Gross domestic product at market prices,V,Current prices,N,Raw data,2024M10,Oct-2024,2006-Q4,421987.5,,,,,,,VAL__V_N3,Current prices:they reflect the value of a product at prices of the current reporting period.,CORREZ__N_N1,Raw data:present infra annual fluctuations due to seasonal factors and are also influenced by the different calendar composition of the reference period.,T_BIS__BENC2024,Benchmark 2024,,,EURO,Euro,6,Millions
Q,Quarterly,IT,Italy,B1GQ_B_W2_S1,Gross domestic product at market prices,V,Current prices,N,Raw data,2024M10,Oct-2024,2007-Q1,380050,,,,,,,VAL__V_N3,Current prices:they reflect the value of a product at prices of the current reporting period.,CORREZ__N_N1,Raw data:present infra annual fluctuations due to seasonal factors and are also influenced by the different calendar composition of the reference period.,T_BIS__BENC2024,Benchmark 2024,,,EURO,Euro,6,Millions
Q,Quarterly,IT,Italy,B1GQ_B_W2_S1,Gross domestic product at market prices,V,Current prices,N,Raw data,2024M10,Oct-2024,2007-Q2,404532.2,,,,,,,VAL__V_N3,Current prices:they reflect the value of a product at prices of the current reporting period.,CORREZ__N_N1,Raw data:present infra annual fluctuations due to seasonal factors and are also influenced by the different calendar composition of the reference period.,T_BIS__BENC2024,Benchmark 2024,,,EURO,Euro,6,Millions
Q,Quarterly,IT,Italy,B1GQ_B_W2_S1,Gross domestic product at market prices,V,Current prices,N,Raw data,2024M10,Oct-2024,2007-Q3,399969.4,,,,,,,VAL__V_N3,Current prices:they reflect the value of a product at prices of the current reporting period.,CORREZ__N_N1,Raw data:present infra annual fluctuations due to seasonal factors and are also influenced by the different calendar composition of the reference period.,T_BIS__BENC2024,Benchmark 2024,,,EURO,Euro,6,Millions
Q,Quarterly,IT,Italy,B1GQ_B_W2_S1,Gross domestic product at market prices,V,Current prices,N,Raw data,2024M10,Oct-2024,2007-Q4,437163,,,,,,,VAL__V_N3,Current prices:they reflect the value of a product at prices of the current reporting period.,CORREZ__N_N1,Raw data:present infra annual fluctuations due to seasonal factors and are also influenced by the different calendar composition of the reference period.,T_BIS__BENC2024,Benchmark 2024,,,EURO,Euro,6,Millions
Q,Quarterly,IT,Italy,B1GQ_B_W2_S1,Gross domestic product at market prices,V,Current prices,N,Raw data,2024M10,Oct-2024,2008-Q1,392674.3,,,,,,,VAL__V_N3,Current prices:they reflect the value of a product at prices of the current reporting period.,CORREZ__N_N1,Raw data:present infra annual fluctuations due to seasonal factors and are also influenced by the different calendar composition of the reference period.,T_BIS__BENC2024,Benchmark 2024,,,EURO,Euro,6,Millions
Q,Quarterly,IT,Italy,B1GQ_B_W2_S1,Gross domestic product at market prices,V,Current prices,N,Raw data,2024M10,Oct-2024,2008-Q2,416385.2,,,,,,,VAL__V_N3,Current prices:they reflect the value of a product at prices of the current reporting period.,CORREZ__N_N1,Raw data:present infra annual fluctuations due to seasonal factors and are also influenced by the different calendar composition of the reference period.,T_BIS__BENC2024,Benchmark 2024,,,EURO,Euro,6,Millions
Q,Quarterly,IT,Italy,B1GQ_B_W2_S1,Gross domestic product at market prices,V,Current prices,N,Raw data,2024M10,Oct-2024,2008-Q3,407104.3,,,,,,,VAL__V_N3,Current prices:they reflect the value of a product at prices of the current reporting period.,CORREZ__N_N1,Raw data:present infra annual fluctuations due to seasonal factors and are also influenced by the different calendar composition of the reference period.,T_BIS__BENC2024,Benchmark 2024,,,EURO,Euro,6,Millions
Q,Quarterly,IT,Italy,B1GQ_B_W2_S1,Gross domestic product at market prices,V,Current prices,N,Raw data,2024M10,Oct-2024,2008-Q4,427555,,,,,,,VAL__V_N3,Current prices:they reflect the value of a product at prices of the current reporting period.,CORREZ__N_N1,Raw data:present infra annual fluctuations due to seasonal factors and are also influenced by the different calendar composition of the reference period.,T_BIS__BENC2024,Benchmark 2024,,,EURO,Euro,6,Millions
Q,Quarterly,IT,Italy,B1GQ_B_W2_S1,Gross domestic product at market prices,V,Current prices,N,Raw data,2024M10,Oct-2024,2009-Q1,374634.4,,,,,,,VAL__V_N3,Current prices:they reflect the value of a product at prices of the current reporting period.,CORREZ__N_N1,Raw data:present infra annual fluctuations due to seasonal factors and are also influenced by the different calendar composition of the reference period.,T_BIS__BENC2024,Benchmark 2024,,,EURO,Euro,6,Millions
Q,Quarterly,IT,Italy,B1GQ_B_W2_S1,Gross domestic product at market prices,V,Current prices,N,Raw data,2024M10,Oct-2024,2009-Q2,393377.7,,,,,,,VAL__V_N3,Current prices:they reflect the value of a product at prices of the current reporting period.,CORREZ__N_N1,Raw data:present infra annual fluctuations due to seasonal factors and are also influenced by the different calendar composition of the reference period.,T_BIS__BENC2024,Benchmark 2024,,,EURO,Euro,6,Millions
Q,Quarterly,IT,Italy,B1GQ_B_W2_S1,Gross domestic product at market prices,V,Current prices,N,Raw data,2024M10,Oct-2024,2009-Q3,393271.6,,,,,,,VAL__V_N3,Current prices:they reflect the value of a product at prices of the current reporting period.,CORREZ__N_N1,Raw data:present infra annual fluctuations due to seasonal factors and are also influenced by the different calendar composition of the reference period.,T_BIS__BENC2024,Benchmark 2024,,,EURO,Euro,6,Millions
Q,Quarterly,IT,Italy,B1GQ_B_W2_S1,Gross domestic product at market prices,V,Current prices,N,Raw data,2024M10,Oct-2024,2009-Q4,422823,,,,,,,VAL__V_N3,Current prices:they reflect the value of a product at prices of the current reporting period.,CORREZ__N_N1,Raw data:present infra annual fluctuations due to seasonal factors and are also influenced by the different calendar composition of the reference period.,T_BIS__BENC2024,Benchmark 2024,,,EURO,Euro,6,Millions
Q,Quarterly,IT,Italy,B1GQ_B_W2_S1,Gross domestic product at market prices,V,Current prices,N,Raw data,2024M10,Oct-2024,2010-Q1,377722.3,,,,,,,VAL__V_N3,Current prices:they reflect the value of a product at prices of the current reporting period.,CORREZ__N_N1,Raw data:present infra annual fluctuations due to seasonal factors and are also influenced by the different calendar composition of the reference period.,T_BIS__BENC2024,Benchmark 2024,,,EURO,Euro,6,Millions
Q,Quarterly,IT,Italy,B1GQ_B_W2_S1,Gross domestic product at market prices,V,Current prices,N,Raw data,2024M10,Oct-2024,2010-Q2,403519.1,,,,,,,VAL__V_N3,Current prices:they reflect the value of a product at prices of the current reporting period.,CORREZ__N_N1,Raw data:present infra annual fluctuations due to seasonal factors and are also influenced by the different calendar composition of the reference period.,T_BIS__BENC2024,Benchmark 2024,,,EURO,Euro,6,Millions
