FREQ;Frequency;REF_AREA;Territory;DATA_TYPE;Indicator;SEX;Sex (DESC);AGE;Age (DESC);TIME_PERIOD;Observation;OBS_STATUS;Observation status
Q;Quarterly;IT;Italy;EMP_R;Employment rate;9;Total;Y15-24;15-24 years;2025-Q2;17.997745;;
Q;Quarterly;IT;Italy;EMP_R;Employment rate;9;Total;Y18-29;18-29 years;2018-Q1;37.395689;;
Q;Quarterly;IT;Italy;EMP_R;Employment rate;9;Total;Y18-29;18-29 years;2018-Q2;38.445829;;
Q;Quarterly;IT;Italy;EMP_R;Employment rate;9;Total;Y18-29;18-29 years;2018-Q3;38.186423;;
Q;Quarterly;IT;Italy;EMP_R;Employment rate;9;Total;Y18-29;18-29 years;2018-Q4;37.447314;;
Q;Quarterly;IT;Italy;EMP_R;Employment rate;9;Total;Y18-29;18-29 years;2019-Q1;38.340862;;
Q;Quarterly;IT;Italy;EMP_R;Employment rate;9;Total;Y18-29;18-29 years;2019-Q2;39.219877;;
Q;Quarterly;IT;Italy;EMP_R;Employment rate;9;Total;Y18-29;18-29 years;2019-Q3;39.700155;;
Q;Quarterly;IT;Italy;EMP_R;Employment rate;9;Total;Y18-29;18-29 years;2019-Q4;39.036448;;
Q;Quarterly;IT;Italy;EMP_R;Employment rate;9;Total;Y18-29;18-29 years;2020-Q1;37.70147;;
Q;Quarterly;IT;Italy;EMP_R;Employment rate;9;Total;Y18-29;18-29 years;2020-Q2;35.024086;;
Q;Quarterly;IT;Italy;EMP_R;Employment rate;9;Total;Y18-29;18-29 years;2020-Q3;36.649714;;
Q;Quarterly;IT;Italy;EMP_R;Employment rate;9;Total;Y18-29;18-29 years;2020-Q4;36.479881;;
Q;Quarterly;IT;Italy;EMP_R;Employment rate;9;Total;Y18-29;18-29 years;2021-Q1;35.329529;;
Q;Quarterly;IT;Italy;EMP_R;Employment rate;9;Total;Y18-29;18-29 years;2021-Q2;38.470814;;
Q;Quarterly;IT;Italy;EMP_R;Employment rate;9;Total;Y18-29;18-29 years;2021-Q3;39.898001;;
Q;Quarterly;IT;Italy;EMP_R;Employment rate;9;Total;Y18-29;18-29 years;2021-Q4;40.099815;;
Q;Quarterly;IT;Italy;EMP_R;Employment rate;9;Total;Y18-29;18-29 years;2022-Q1;40.418406;;
Q;Quarterly;IT;Italy;EMP_R;Employment rate;9;Total;Y18-29;18-29 years;2022-Q2;42.840801;;
Q;Quarterly;IT;Italy;EMP_R;Employment rate;9;Total;Y18-29;18-29 years;2022-Q3;42.115784;;
Q;Quarterly;IT;Italy;EMP_R;Employment rate;9;Total;Y18-29;18-29 years;2022-Q4;42.160661;;
Q;Quarterly;IT;Italy;EMP_R;Employment rate;9;Total;Y18-29;18-29 years;2023-Q1;42.345156;;
Q;Quarterly;IT;Italy;EMP_R;Employment rate;9;Total;Y18-29;18-29 years;2023-Q2;43.342697;;
Q;Quarterly;IT;Italy;EMP_R;Employment rate;9;Total;Y18-29;18-29 years;2023-Q3;42.592125;;
Q;Quarterly;IT;Italy;EMP_R;Employment rate;9;Total;Y18-29;18-29 years;2023-Q4;43.843829;;
Q;Quarterly;IT;Italy;EMP_R;Employment rate;9;Total;Y18-29;18-29 years;2024-Q1;42.942298;;
Q;Quarterly;IT;Italy;EMP_R;Employment rate;9;Total;Y18-29;18-29 years;2024-Q2;42.649369;;
Q;Quarterly;IT;Italy;EMP_R;Employment rate;9;Total;Y18-29;18-29 years;2024-Q3;43.119629;;
Q;Quarterly;IT;Italy;EMP_R;Employment rate;9;Total;Y18-29;18-29 years;2024-Q4;41.99315;;
Q;Quarterly;IT;Italy;EMP_R;Employment rate;9;Total;Y18-29;18-29 years;2025-Q1;41.578306;;
Q;Quarterly;IT;Italy;EMP_R;Employment rate;9;Total;Y18-29;18-29 years;2025-Q2;41.557988;;
Q;Quarterly;IT;Italy;EMP_R;Employment rate;9;Total;Y15-29;15-29 years;2018-Q1;30.371843;;
Q;Quarterly;IT;Italy;EMP_R;Employment rate;9;Total;Y15-29;15-29 years;2018-Q2;31.276128;;
Q;Quarterly;IT;Italy;EMP_R;Employment rate;9;Total;Y15-29;15-29 years;2018-Q3;31.091529;;
Q;Quarterly;IT;Italy;EMP_R;Employment rate;9;Total;Y15-29;15-29 years;2018-Q4;30.384532;;
Q;Quarterly;IT;Italy;EMP_R;Employment rate;9;Total;Y15-29;15-29 years;2019-Q1;31.115808;;
Q;Quarterly;IT;Italy;EMP_R;Employment rate;9;Total;Y15-29;15-29 years;2019-Q2;31.856466;;
Q;Quarterly;IT;Italy;EMP_R;Employment rate;9;Total;Y15-29;15-29 years;2019-Q3;32.290661;;
Q;Quarterly;IT;Italy;EMP_R;Employment rate;9;Total;Y15-29;15-29 years;2019-Q4;31.685596;;
Q;Quarterly;IT;Italy;EMP_R;Employment rate;9;Total;Y15-29;15-29 years;2020-Q1;30.572505;;
Q;Quarterly;IT;Italy;EMP_R;Employment rate;9;Total;Y15-29;15-29 years;2020-Q2;28.336028;;
Q;Quarterly;IT;Italy;EMP_R;Employment rate;9;Total;Y15-29;15-29 years;2020-Q3;29.71763;;
Q;Quarterly;IT;Italy;EMP_R;Employment rate;9;Total;Y15-29;15-29 years;2020-Q4;29.517187;;
Q;Quarterly;IT;Italy;EMP_R;Employment rate;9;Total;Y15-29;15-29 years;2021-Q1;28.524902;;
Q;Quarterly;IT;Italy;EMP_R;Employment rate;9;Total;Y15-29;15-29 years;2021-Q2;31.114354;;
Q;Quarterly;IT;Italy;EMP_R;Employment rate;9;Total;Y15-29;15-29 years;2021-Q3;32.291464;;
Q;Quarterly;IT;Italy;EMP_R;Employment rate;9;Total;Y15-29;15-29 years;2021-Q4;32.344497;;
Q;Quarterly;IT;Italy;EMP_R;Employment rate;9;Total;Y15-29;15-29 years;2022-Q1;32.586516;;
Q;Quarterly;IT;Italy;EMP_R;Employment rate;9;Total;Y15-29;15-29 years;2022-Q2;34.610544;;
Q;Quarterly;IT;Italy;EMP_R;Employment rate;9;Total;Y15-29;15-29 years;2022-Q3;34.038678;;
Q;Quarterly;IT;Italy;EMP_R;Employment rate;9;Total;Y15-29;15-29 years;2022-Q4;33.863442;;
Q;Quarterly;IT;Italy;EMP_R;Employment rate;9;Total;Y15-29;15-29 years;2023-Q1;34.043033;;
Q;Quarterly;IT;Italy;EMP_R;Employment rate;9;Total;Y15-29;15-29 years;2023-Q2;34.979014;;
Q;Quarterly;IT;Italy;EMP_R;Employment rate;9;Total;Y15-29;15-29 years;2023-Q3;34.428968;;
Q;Quarterly;IT;Italy;EMP_R;Employment rate;9;Total;Y15-29;15-29 years;2023-Q4;35.26412;;
Q;Quarterly;IT;Italy;EMP_R;Employment rate;9;Total;Y15-29;15-29 years;2024-Q1;34.548414;;
Q;Quarterly;IT;Italy;EMP_R;Employment rate;9;Total;Y15-29;15-29 years;2024-Q2;34.394731;;
Q;Quarterly;IT;Italy;EMP_R;Employment rate;9;Total;Y15-29;15-29 years;2024-Q3;34.884236;;
Q;Quarterly;IT;Italy;EMP_R;Employment rate;9;Total;Y15-29;15-29 years;2024-Q4;33.819218;;
Q;Quarterly;IT;Italy;EMP_R;Employment rate;9;Total;Y15-29;15-29 years;2025-Q1;33.432786;;
Q;Quarterly;IT;Italy;EMP_R;Employment rate;9;Total;Y15-29;15-29 years;2025-Q2;33.436641;;
Q;Quarterly;IT;Italy;EMP_R;Employment rate;9;Total;Y25-34;25-34 years;2004-Q1;69.60968;;
Q;Quarterly;IT;Italy;EMP_R;Employment rate;9;Total;Y25-34;25-34 years;2004-Q2;70.50657;;
Q;Quarterly;IT;Italy;EMP_R;Employment rate;9;Total;Y25-34;25-34 years;2004-Q3;69.953277;;
Q;Quarterly;IT;Italy;EMP_R;Employment rate;9;Total;Y25-34;25-34 years;2004-Q4;69.964659;;
Q;Quarterly;IT;Italy;EMP_R;Employment rate;9;Total;Y25-34;25-34 years;2005-Q1;69.164909;;
Q;Quarterly;IT;Italy;EMP_R;Employment rate;9;Total;Y25-34;25-34 years;2005-Q2;69.90144;;
Q;Quarterly;IT;Italy;EMP_R;Employment rate;9;Total;Y25-34;25-34 years;2005-Q3;69.049806;;
Q;Quarterly;IT;Italy;EMP_R;Employment rate;9;Total;Y25-34;25-34 years;2005-Q4;69.468518;;
Q;Quarterly;IT;Italy;EMP_R;Employment rate;9;Total;Y25-34;25-34 years;2006-Q1;69.924386;;
Q;Quarterly;IT;Italy;EMP_R;Employment rate;9;Total;Y25-34;25-34 years;2006-Q2;70.898238;;
Q;Quarterly;IT;Italy;EMP_R;Employment rate;9;Total;Y25-34;25-34 years;2006-Q3;70.027593;;
Q;Quarterly;IT;Italy;EMP_R;Employment rate;9;Total;Y25-34;25-34 years;2006-Q4;70.007143;;
Q;Quarterly;IT;Italy;EMP_R;Employment rate;9;Total;Y25-34;25-34 years;2007-Q1;68.888364;;
Q;Quarterly;IT;Italy;EMP_R;Employment rate;9;Total;Y25-34;25-34 years;2007-Q2;70.705071;;
Q;Quarterly;IT;Italy;EMP_R;Employment rate;9;Total;Y25-34;25-34 years;2007-Q3;70.339197;;
Q;Quarterly;IT;Italy;EMP_R;Employment rate;9;Total;Y25-34;25-34 years;2007-Q4;70.79227;;
Q;Quarterly;IT;Italy;EMP_R;Employment rate;9;Total;Y25-34;25-34 years;2008-Q1;70.036996;;
Q;Quarterly;IT;Italy;EMP_R;Employment rate;9;Total;Y25-34;25-34 years;2008-Q2;70.853835;;
Q;Quarterly;IT;Italy;EMP_R;Employment rate;9;Total;Y25-34;25-34 years;2008-Q3;69.891284;;
Q;Quarterly;IT;Italy;EMP_R;Employment rate;9;Total;Y25-34;25-34 years;2008-Q4;69.70008;;
Q;Quarterly;IT;Italy;EMP_R;Employment rate;9;Total;Y25-34;25-34 years;2009-Q1;67.875363;;
Q;Quarterly;IT;Italy;EMP_R;Employment rate;9;Total;Y25-34;25-34 years;2009-Q2;67.675092;;
Q;Quarterly;IT;Italy;EMP_R;Employment rate;9;Total;Y25-34;25-34 years;2009-Q3;66.88793;;
Q;Quarterly;IT;Italy;EMP_R;Employment rate;9;Total;Y25-34;25-34 years;2009-Q4;65.887881;;
Q;Quarterly;IT;Italy;EMP_R;Employment rate;9;Total;Y25-34;25-34 years;2010-Q1;64.799233;;
Q;Quarterly;IT;Italy;EMP_R;Employment rate;9;Total;Y25-34;25-34 years;2010-Q2;65.589666;;
Q;Quarterly;IT;Italy;EMP_R;Employment rate;9;Total;Y25-34;25-34 years;2010-Q3;64.675006;;
Q;Quarterly;IT;Italy;EMP_R;Employment rate;9;Total;Y25-34;25-34 years;2010-Q4;65.212842;;
Q;Quarterly;IT;Italy;EMP_R;Employment rate;9;Total;Y25-34;25-34 years;2011-Q1;64.895447;;
Q;Quarterly;IT;Italy;EMP_R;Employment rate;9;Total;Y25-34;25-34 years;2011-Q2;65.654819;;
Q;Quarterly;IT;Italy;EMP_R;Employment rate;9;Total;Y25-34;25-34 years;2011-Q3;64.731896;;
Q;Quarterly;IT;Italy;EMP_R;Employment rate;9;Total;Y25-34;25-34 years;2011-Q4;64.321635;;
Q;Quarterly;IT;Italy;EMP_R;Employment rate;9;Total;Y25-34;25-34 years;2012-Q1;63.710508;;
Q;Quarterly;IT;Italy;EMP_R;Employment rate;9;Total;Y25-34;25-34 years;2012-Q2;64.193041;;
Q;Quarterly;IT;Italy;EMP_R;Employment rate;9;Total;Y25-34;25-34 years;2012-Q3;63.008621;;
Q;Quarterly;IT;Italy;EMP_R;Employment rate;9;Total;Y25-34;25-34 years;2012-Q4;62.393271;;
Q;Quarterly;IT;Italy;EMP_R;Employment rate;9;Total;Y25-34;25-34 years;2013-Q1;61.228957;;
Q;Quarterly;IT;Italy;EMP_R;Employment rate;9;Total;Y25-34;25-34 years;2013-Q2;59.770306;;
Q;Quarterly;IT;Italy;EMP_R;Employment rate;9;Total;Y25-34;25-34 years;2013-Q3;58.790532;;
Q;Quarterly;IT;Italy;EMP_R;Employment rate;9;Total;Y25-34;25-34 years;2013-Q4;59.034021;;
Q;Quarterly;IT;Italy;EMP_R;Employment rate;9;Total;Y25-34;25-34 years;2014-Q1;58.866605;;
Q;Quarterly;IT;Italy;EMP_R;Employment rate;9;Total;Y25-34;25-34 years;2014-Q2;59.15781;;
Q;Quarterly;IT;Italy;EMP_R;Employment rate;9;Total;Y25-34;25-34 years;2014-Q3;58.985649;;
Q;Quarterly;IT;Italy;EMP_R;Employment rate;9;Total;Y25-34;25-34 years;2014-Q4;59.959636;;
Q;Quarterly;IT;Italy;EMP_R;Employment rate;9;Total;Y25-34;25-34 years;2015-Q1;58.865149;;
Q;Quarterly;IT;Italy;EMP_R;Employment rate;9;Total;Y25-34;25-34 years;2015-Q2;58.852104;;
Q;Quarterly;IT;Italy;EMP_R;Employment rate;9;Total;Y25-34;25-34 years;2015-Q3;60.172618;;
Q;Quarterly;IT;Italy;EMP_R;Employment rate;9;Total;Y25-34;25-34 years;2015-Q4;60.420547;;
Q;Quarterly;IT;Italy;EMP_R;Employment rate;9;Total;Y25-34;25-34 years;2016-Q1;59.218203;;
Q;Quarterly;IT;Italy;EMP_R;Employment rate;9;Total;Y25-34;25-34 years;2016-Q2;60.92587;;
Q;Quarterly;IT;Italy;EMP_R;Employment rate;9;Total;Y25-34;25-34 years;2016-Q3;60.367584;;
Q;Quarterly;IT;Italy;EMP_R;Employment rate;9;Total;Y25-34;25-34 years;2016-Q4;60.375742;;
Q;Quarterly;IT;Italy;EMP_R;Employment rate;9;Total;Y25-34;25-34 years;2017-Q1;60.592926;;
Q;Quarterly;IT;Italy;EMP_R;Employment rate;9;Total;Y25-34;25-34 years;2017-Q2;61.646761;;
Q;Quarterly;IT;Italy;EMP_R;Employment rate;9;Total;Y25-34;25-34 years;2017-Q3;61.788407;;
Q;Quarterly;IT;Italy;EMP_R;Employment rate;9;Total;Y25-34;25-34 years;2017-Q4;61.223171;;
Q;Quarterly;IT;Italy;EMP_R;Employment rate;9;Total;Y25-34;25-34 years;2018-Q1;60.896221;;
Q;Quarterly;IT;Italy;EMP_R;Employment rate;9;Total;Y25-34;25-34 years;2018-Q2;63.140127;;
Q;Quarterly;IT;Italy;EMP_R;Employment rate;9;Total;Y25-34;25-34 years;2018-Q3;62.122124;;
Q;Quarterly;IT;Italy;EMP_R;Employment rate;9;Total;Y25-34;25-34 years;2018-Q4;61.39068;;
Q;Quarterly;IT;Italy;EMP_R;Employment rate;9;Total;Y25-34;25-34 years;2019-Q1;61.774226;;
Q;Quarterly;IT;Italy;EMP_R;Employment rate;9;Total;Y25-34;25-34 years;2019-Q2;62.814323;;
Q;Quarterly;IT;Italy;EMP_R;Employment rate;9;Total;Y25-34;25-34 years;2019-Q3;62.964625;;
Q;Quarterly;IT;Italy;EMP_R;Employment rate;9;Total;Y25-34;25-34 years;2019-Q4;63.224581;;
Q;Quarterly;IT;Italy;EMP_R;Employment rate;9;Total;Y25-34;25-34 years;2020-Q1;62.039298;;
Q;Quarterly;IT;Italy;EMP_R;Employment rate;9;Total;Y25-34;25-34 years;2020-Q2;58.231443;;
Q;Quarterly;IT;Italy;EMP_R;Employment rate;9;Total;Y25-34;25-34 years;2020-Q3;59.748987;;
Q;Quarterly;IT;Italy;EMP_R;Employment rate;9;Total;Y25-34;25-34 years;2020-Q4;60.725429;;
Q;Quarterly;IT;Italy;EMP_R;Employment rate;9;Total;Y25-34;25-34 years;2021-Q1;58.791825;;
Q;Quarterly;IT;Italy;EMP_R;Employment rate;9;Total;Y25-34;25-34 years;2021-Q2;62.210824;;
Q;Quarterly;IT;Italy;EMP_R;Employment rate;9;Total;Y25-34;25-34 years;2021-Q3;64.323127;;
Q;Quarterly;IT;Italy;EMP_R;Employment rate;9;Total;Y25-34;25-34 years;2021-Q4;65.153479;;
Q;Quarterly;IT;Italy;EMP_R;Employment rate;9;Total;Y25-34;25-34 years;2022-Q1;64.626614;;
Q;Quarterly;IT;Italy;EMP_R;Employment rate;9;Total;Y25-34;25-34 years;2022-Q2;66.599649;;
Q;Quarterly;IT;Italy;EMP_R;Employment rate;9;Total;Y25-34;25-34 years;2022-Q3;65.977512;;
Q;Quarterly;IT;Italy;EMP_R;Employment rate;9;Total;Y25-34;25-34 years;2022-Q4;67.227546;;
Q;Quarterly;IT;Italy;EMP_R;Employment rate;9;Total;Y25-34;25-34 years;2023-Q1;66.906962;;
Q;Quarterly;IT;Italy;EMP_R;Employment rate;9;Total;Y25-34;25-34 years;2023-Q2;68.648207;;
Q;Quarterly;IT;Italy;EMP_R;Employment rate;9;Total;Y25-34;25-34 years;2023-Q3;67.569494;;
Q;Quarterly;IT;Italy;EMP_R;Employment rate;9;Total;Y25-34;25-34 years;2023-Q4;69.372228;;
Q;Quarterly;IT;Italy;EMP_R;Employment rate;9;Total;Y25-34;25-34 years;2024-Q1;68.321099;;
Q;Quarterly;IT;Italy;EMP_R;Employment rate;9;Total;Y25-34;25-34 years;2024-Q2;68.796269;;
Q;Quarterly;IT;Italy;EMP_R;Employment rate;9;Total;Y25-34;25-34 years;2024-Q3;69.113374;;
Q;Quarterly;IT;Italy;EMP_R;Employment rate;9;Total;Y25-34;25-34 years;2024-Q4;68.526519;;
Q;Quarterly;IT;Italy;EMP_R;Employment rate;9;Total;Y25-34;25-34 years;2025-Q1;68.404056;;
Q;Quarterly;IT;Italy;EMP_R;Employment rate;9;Total;Y25-34;25-34 years;2025-Q2;69.160968;;
Q;Quarterly;IT;Italy;EMP_R;Employment rate;9;Total;Y15-34;15-34 years;2004-Q1;52.052947;;
Q;Quarterly;IT;Italy;EMP_R;Employment rate;9;Total;Y15-34;15-34 years;2004-Q2;52.549053;;
