FREQ;Frequency;REF_AREA;Territory;DATA_TYPE;Indicator;SEX;Sex (DESC);AGE;Age (DESC);TIME_PERIOD;Observation;OBS_STATUS;Observation status
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y18-29;18-29 years;2018-Q3;22.608803;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y18-29;18-29 years;2018-Q4;25.933873;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y18-29;18-29 years;2019-Q1;24.191524;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y18-29;18-29 years;2019-Q2;21.69774;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y18-29;18-29 years;2019-Q3;19.921534;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y18-29;18-29 years;2019-Q4;22.746778;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y18-29;18-29 years;2020-Q1;22.544937;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y18-29;18-29 years;2020-Q2;19.119463;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y18-29;18-29 years;2020-Q3;24.288351;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y18-29;18-29 years;2020-Q4;22.958985;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y18-29;18-29 years;2021-Q1;25.139596;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y18-29;18-29 years;2021-Q2;21.78019;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y18-29;18-29 years;2021-Q3;20.146539;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y18-29;18-29 years;2021-Q4;21.129901;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y18-29;18-29 years;2022-Q1;19.507444;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y18-29;18-29 years;2022-Q2;16.576798;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y18-29;18-29 years;2022-Q3;16.973236;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y18-29;18-29 years;2022-Q4;18.306276;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y18-29;18-29 years;2023-Q1;17.43546;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y18-29;18-29 years;2023-Q2;16.167485;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y18-29;18-29 years;2023-Q3;16.041174;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y18-29;18-29 years;2023-Q4;16.63247;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y18-29;18-29 years;2024-Q1;16.02614;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y18-29;18-29 years;2024-Q2;14.3982;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y18-29;18-29 years;2024-Q3;13.131675;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y18-29;18-29 years;2024-Q4;14.57319;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y18-29;18-29 years;2025-Q1;15.341697;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y18-29;18-29 years;2025-Q2;15.298274;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y15-29;15-29 years;2018-Q1;25.701733;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y15-29;15-29 years;2018-Q2;24.360057;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y15-29;15-29 years;2018-Q3;22.765423;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y15-29;15-29 years;2018-Q4;26.133004;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y15-29;15-29 years;2019-Q1;24.387343;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y15-29;15-29 years;2019-Q2;21.918543;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y15-29;15-29 years;2019-Q3;20.128027;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y15-29;15-29 years;2019-Q4;22.867131;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y15-29;15-29 years;2020-Q1;22.625486;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y15-29;15-29 years;2020-Q2;19.196458;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y15-29;15-29 years;2020-Q3;24.51812;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y15-29;15-29 years;2020-Q4;22.994407;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y15-29;15-29 years;2021-Q1;25.306378;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y15-29;15-29 years;2021-Q2;22.052155;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y15-29;15-29 years;2021-Q3;20.427141;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y15-29;15-29 years;2021-Q4;21.410756;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y15-29;15-29 years;2022-Q1;19.620856;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y15-29;15-29 years;2022-Q2;16.85677;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y15-29;15-29 years;2022-Q3;17.073469;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y15-29;15-29 years;2022-Q4;18.494997;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y15-29;15-29 years;2023-Q1;17.519964;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y15-29;15-29 years;2023-Q2;16.275276;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y15-29;15-29 years;2023-Q3;16.190329;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y15-29;15-29 years;2023-Q4;16.820829;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y15-29;15-29 years;2024-Q1;16.187334;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y15-29;15-29 years;2024-Q2;14.596715;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y15-29;15-29 years;2024-Q3;13.257221;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y15-29;15-29 years;2024-Q4;14.80084;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y15-29;15-29 years;2025-Q1;15.615463;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y15-29;15-29 years;2025-Q2;15.351815;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y25-34;25-34 years;2004-Q1;11.041206;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y25-34;25-34 years;2004-Q2;9.871819;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y25-34;25-34 years;2004-Q3;9.503744;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y25-34;25-34 years;2004-Q4;10.865561;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y25-34;25-34 years;2005-Q1;10.824545;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y25-34;25-34 years;2005-Q2;9.834474;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y25-34;25-34 years;2005-Q3;9.201501;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y25-34;25-34 years;2005-Q4;10.982427;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y25-34;25-34 years;2006-Q1;10.034851;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y25-34;25-34 years;2006-Q2;8.827963;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y25-34;25-34 years;2006-Q3;8.39147;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y25-34;25-34 years;2006-Q4;9.355428;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y25-34;25-34 years;2007-Q1;8.891169;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y25-34;25-34 years;2007-Q2;7.846981;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y25-34;25-34 years;2007-Q3;7.644457;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y25-34;25-34 years;2007-Q4;8.730856;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y25-34;25-34 years;2008-Q1;9.514434;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y25-34;25-34 years;2008-Q2;8.773323;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y25-34;25-34 years;2008-Q3;8.090733;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y25-34;25-34 years;2008-Q4;9.144454;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y25-34;25-34 years;2009-Q1;10.542043;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y25-34;25-34 years;2009-Q2;10.282713;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y25-34;25-34 years;2009-Q3;9.872197;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y25-34;25-34 years;2009-Q4;11.996952;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y25-34;25-34 years;2010-Q1;13.146906;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y25-34;25-34 years;2010-Q2;11.819513;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y25-34;25-34 years;2010-Q3;11.013271;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y25-34;25-34 years;2010-Q4;12.363688;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y25-34;25-34 years;2011-Q1;11.821085;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y25-34;25-34 years;2011-Q2;10.993919;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y25-34;25-34 years;2011-Q3;11.164478;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y25-34;25-34 years;2011-Q4;13.315524;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y25-34;25-34 years;2012-Q1;15.156027;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y25-34;25-34 years;2012-Q2;14.572342;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y25-34;25-34 years;2012-Q3;14.104855;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y25-34;25-34 years;2012-Q4;16.421623;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y25-34;25-34 years;2013-Q1;17.711854;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y25-34;25-34 years;2013-Q2;17.920162;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y25-34;25-34 years;2013-Q3;17.06036;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y25-34;25-34 years;2013-Q4;18.868408;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y25-34;25-34 years;2014-Q1;19.720853;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y25-34;25-34 years;2014-Q2;17.578127;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y25-34;25-34 years;2014-Q3;17.530498;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y25-34;25-34 years;2014-Q4;19.653845;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y25-34;25-34 years;2015-Q1;19.473607;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y25-34;25-34 years;2015-Q2;18.636465;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y25-34;25-34 years;2015-Q3;15.560017;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y25-34;25-34 years;2015-Q4;17.653756;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y25-34;25-34 years;2016-Q1;18.234761;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y25-34;25-34 years;2016-Q2;16.996826;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y25-34;25-34 years;2016-Q3;17.273534;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y25-34;25-34 years;2016-Q4;18.288633;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y25-34;25-34 years;2017-Q1;18.193164;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y25-34;25-34 years;2017-Q2;16.773203;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y25-34;25-34 years;2017-Q3;15.951215;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y25-34;25-34 years;2017-Q4;17.054483;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y25-34;25-34 years;2018-Q1;17.014342;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y25-34;25-34 years;2018-Q2;15.632927;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y25-34;25-34 years;2018-Q3;14.314931;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y25-34;25-34 years;2018-Q4;16.146554;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y25-34;25-34 years;2019-Q1;16.170441;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y25-34;25-34 years;2019-Q2;14.86958;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y25-34;25-34 years;2019-Q3;13.476855;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y25-34;25-34 years;2019-Q4;14.514617;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y25-34;25-34 years;2020-Q1;13.889329;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y25-34;25-34 years;2020-Q2;12.670975;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y25-34;25-34 years;2020-Q3;15.660551;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y25-34;25-34 years;2020-Q4;14.905218;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y25-34;25-34 years;2021-Q1;16.371753;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y25-34;25-34 years;2021-Q2;14.509645;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y25-34;25-34 years;2021-Q3;12.673651;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y25-34;25-34 years;2021-Q4;13.044904;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y25-34;25-34 years;2022-Q1;12.626709;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y25-34;25-34 years;2022-Q2;11.007757;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y25-34;25-34 years;2022-Q3;10.849453;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y25-34;25-34 years;2022-Q4;11.187409;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y25-34;25-34 years;2023-Q1;11.613581;;
