FREQ,Frequency,REF_AREA,Territory,DATA_TYPE_AGGR,Aggregate,VALUATION,Valuation (DESC),ADJUSTMENT,Adjustment (DESC),EDITION,Edition (DESC),TIME_PERIOD,Observation,OBS_STATUS,Observation status,NOTE_REF_AREA,Territory (NOTE_REF_AREA),NOTE_DATA_TYPE_AGGR,Aggregate (NOTE_DATA_TYPE_AGGR),NOTE_VALUATION,Valuation (NOTE_VALUATION),NOTE_ADJUSTMENT,Adjustment (NOTE_ADJUSTMENT),NOTE_EDITION,Edition (NOTE_EDITION),BASE_PER,Base year,UNIT_MEAS,Measure unit,UNIT_MULT,Multiplication unit
Q,Quarterly,IT,Italy,P3_D_W0_S1M,Final consumption expenditure of households and non-profit institutions serving households (npish),V,Current prices,N,Raw data,2025M10,Oct-2025,1997-Q3,162945.1,,,,,,,VAL__V_N1,Current prices:they reflect the value of a product at prices of the current reporting period.,CORREZ__N_N1,Raw data:present infra annual fluctuations due to seasonal factors and are also influenced by the different calendar composition of the reference period.,,,,,EURO,Euro,6,Millions
Q,Quarterly,IT,Italy,P3_D_W0_S1M,Final consumption expenditure of households and non-profit institutions serving households (npish),V,Current prices,N,Raw data,2025M10,Oct-2025,1997-Q4,163689.6,,,,,,,VAL__V_N1,Current prices:they reflect the value of a product at prices of the current reporting period.,CORREZ__N_N1,Raw data:present infra annual fluctuations due to seasonal factors and are also influenced by the different calendar composition of the reference period.,,,,,EURO,Euro,6,Millions
Q,Quarterly,IT,Italy,P3_D_W0_S1M,Final consumption expenditure of households and non-profit institutions serving households (npish),V,Current prices,N,Raw data,2025M10,Oct-2025,1998-Q1,165553.3,,,,,,,VAL__V_N1,Current prices:they reflect the value of a product at prices of the current reporting period.,CORREZ__N_N1,Raw data:present infra annual fluctuations due to seasonal factors and are also influenced by the different calendar composition of the reference period.,,,,,EURO,Euro,6,Millions
Q,Quarterly,IT,Italy,P3_D_W0_S1M,Final consumption expenditure of households and non-profit institutions serving households (npish),V,Current prices,N,Raw data,2025M10,Oct-2025,1998-Q2,167911,,,,,,,VAL__V_N1,Current prices:they reflect the value of a product at prices of the current reporting period.,CORREZ__N_N1,Raw data:present infra annual fluctuations due to seasonal factors and are also influenced by the different calendar composition of the reference period.,,,,,EURO,Euro,6,Millions
Q,Quarterly,IT,Italy,P3_D_W0_S1M,Final consumption expenditure of households and non-profit institutions serving households (npish),V,Current prices,N,Raw data,2025M10,Oct-2025,1998-Q3,170653,,,,,,,VAL__V_N1,Current prices:they reflect the value of a product at prices of the current reporting period.,CORREZ__N_N1,Raw data:present infra annual fluctuations due to seasonal factors and are also influenced by the different calendar composition of the reference period.,,,,,EURO,Euro,6,Millions
Q,Quarterly,IT,Italy,P3_D_W0_S1M,Final consumption expenditure of households and non-profit institutions serving households (npish),V,Current prices,N,Raw data,2025M10,Oct-2025,1998-Q4,170940.5,,,,,,,VAL__V_N1,Current prices:they reflect the value of a product at prices of the current reporting period.,CORREZ__N_N1,Raw data:present infra annual fluctuations due to seasonal factors and are also influenced by the different calendar composition of the reference period.,,,,,EURO,Euro,6,Millions
Q,Quarterly,IT,Italy,P3_D_W0_S1M,Final consumption expenditure of households and non-profit institutions serving households (npish),V,Current prices,N,Raw data,2025M10,Oct-2025,1999-Q1,171403.7,,,,,,,VAL__V_N1,Current prices:they reflect the value of a product at prices of the current reporting period.,CORREZ__N_N1,Raw data:present infra annual fluctuations due to seasonal factors and are also influenced by the different calendar composition of the reference period.,,,,,EURO,Euro,6,Millions
Q,Quarterly,IT,Italy,P3_D_W0_S1M,Final consumption expenditure of households and non-profit institutions serving households (npish),V,Current prices,N,Raw data,2025M10,Oct-2025,1999-Q2,174864.6,,,,,,,VAL__V_N1,Current prices:they reflect the value of a product at prices of the current reporting period.,CORREZ__N_N1,Raw data:present infra annual fluctuations due to seasonal factors and are also influenced by the different calendar composition of the reference period.,,,,,EURO,Euro,6,Millions
Q,Quarterly,IT,Italy,P3_D_W0_S1M,Final consumption expenditure of households and non-profit institutions serving households (npish),V,Current prices,N,Raw data,2025M10,Oct-2025,1999-Q3,178918.6,,,,,,,VAL__V_N1,Current prices:they reflect the value of a product at prices of the current reporting period.,CORREZ__N_N1,Raw data:present infra annual fluctuations due to seasonal factors and are also influenced by the different calendar composition of the reference period.,,,,,EURO,Euro,6,Millions
Q,Quarterly,IT,Italy,P3_D_W0_S1M,Final consumption expenditure of households and non-profit institutions serving households (npish),V,Current prices,N,Raw data,2025M10,Oct-2025,1999-Q4,180243.5,,,,,,,VAL__V_N1,Current prices:they reflect the value of a product at prices of the current reporting period.,CORREZ__N_N1,Raw data:present infra annual fluctuations due to seasonal factors and are also influenced by the different calendar composition of the reference period.,,,,,EURO,Euro,6,Millions
Q,Quarterly,IT,Italy,P3_D_W0_S1M,Final consumption expenditure of households and non-profit institutions serving households (npish),V,Current prices,N,Raw data,2025M10,Oct-2025,2000-Q1,181587.7,,,,,,,VAL__V_N1,Current prices:they reflect the value of a product at prices of the current reporting period.,CORREZ__N_N1,Raw data:present infra annual fluctuations due to seasonal factors and are also influenced by the different calendar composition of the reference period.,,,,,EURO,Euro,6,Millions
Q,Quarterly,IT,Italy,P3_D_W0_S1M,Final consumption expenditure of households and non-profit institutions serving households (npish),V,Current prices,N,Raw data,2025M10,Oct-2025,2000-Q2,186047.5,,,,,,,VAL__V_N1,Current prices:they reflect the value of a product at prices of the current reporting period.,CORREZ__N_N1,Raw data:present infra annual fluctuations due to seasonal factors and are also influenced by the different calendar composition of the reference period.,,,,,EURO,Euro,6,Millions
Q,Quarterly,IT,Italy,P3_D_W0_S1M,Final consumption expenditure of households and non-profit institutions serving households (npish),V,Current prices,N,Raw data,2025M10,Oct-2025,2000-Q3,189242.5,,,,,,,VAL__V_N1,Current prices:they reflect the value of a product at prices of the current reporting period.,CORREZ__N_N1,Raw data:present infra annual fluctuations due to seasonal factors and are also influenced by the different calendar composition of the reference period.,,,,,EURO,Euro,6,Millions
Q,Quarterly,IT,Italy,P3_D_W0_S1M,Final consumption expenditure of households and non-profit institutions serving households (npish),V,Current prices,N,Raw data,2025M10,Oct-2025,2000-Q4,190036,,,,,,,VAL__V_N1,Current prices:they reflect the value of a product at prices of the current reporting period.,CORREZ__N_N1,Raw data:present infra annual fluctuations due to seasonal factors and are also influenced by the different calendar composition of the reference period.,,,,,EURO,Euro,6,Millions
Q,Quarterly,IT,Italy,P3_D_W0_S1M,Final consumption expenditure of households and non-profit institutions serving households (npish),V,Current prices,N,Raw data,2025M10,Oct-2025,2001-Q1,190008.7,,,,,,,VAL__V_N1,Current prices:they reflect the value of a product at prices of the current reporting period.,CORREZ__N_N1,Raw data:present infra annual fluctuations due to seasonal factors and are also influenced by the different calendar composition of the reference period.,,,,,EURO,Euro,6,Millions
Q,Quarterly,IT,Italy,P3_D_W0_S1M,Final consumption expenditure of households and non-profit institutions serving households (npish),V,Current prices,N,Raw data,2025M10,Oct-2025,2001-Q2,193219.3,,,,,,,VAL__V_N1,Current prices:they reflect the value of a product at prices of the current reporting period.,CORREZ__N_N1,Raw data:present infra annual fluctuations due to seasonal factors and are also influenced by the different calendar composition of the reference period.,,,,,EURO,Euro,6,Millions
Q,Quarterly,IT,Italy,P3_D_W0_S1M,Final consumption expenditure of households and non-profit institutions serving households (npish),V,Current prices,N,Raw data,2025M10,Oct-2025,2001-Q3,194691.2,,,,,,,VAL__V_N1,Current prices:they reflect the value of a product at prices of the current reporting period.,CORREZ__N_N1,Raw data:present infra annual fluctuations due to seasonal factors and are also influenced by the different calendar composition of the reference period.,,,,,EURO,Euro,6,Millions
Q,Quarterly,IT,Italy,P3_D_W0_S1M,Final consumption expenditure of households and non-profit institutions serving households (npish),V,Current prices,N,Raw data,2025M10,Oct-2025,2001-Q4,193654.8,,,,,,,VAL__V_N1,Current prices:they reflect the value of a product at prices of the current reporting period.,CORREZ__N_N1,Raw data:present infra annual fluctuations due to seasonal factors and are also influenced by the different calendar composition of the reference period.,,,,,EURO,Euro,6,Millions
Q,Quarterly,IT,Italy,P3_D_W0_S1M,Final consumption expenditure of households and non-profit institutions serving households (npish),V,Current prices,N,Raw data,2025M10,Oct-2025,2002-Q1,194282.1,,,,,,,VAL__V_N1,Current prices:they reflect the value of a product at prices of the current reporting period.,CORREZ__N_N1,Raw data:present infra annual fluctuations due to seasonal factors and are also influenced by the different calendar composition of the reference period.,,,,,EURO,Euro,6,Millions
Q,Quarterly,IT,Italy,P3_D_W0_S1M,Final consumption expenditure of households and non-profit institutions serving households (npish),V,Current prices,N,Raw data,2025M10,Oct-2025,2002-Q2,197428.1,,,,,,,VAL__V_N1,Current prices:they reflect the value of a product at prices of the current reporting period.,CORREZ__N_N1,Raw data:present infra annual fluctuations due to seasonal factors and are also influenced by the different calendar composition of the reference period.,,,,,EURO,Euro,6,Millions
Q,Quarterly,IT,Italy,P3_D_W0_S1M,Final consumption expenditure of households and non-profit institutions serving households (npish),V,Current prices,N,Raw data,2025M10,Oct-2025,2002-Q3,200751.2,,,,,,,VAL__V_N1,Current prices:they reflect the value of a product at prices of the current reporting period.,CORREZ__N_N1,Raw data:present infra annual fluctuations due to seasonal factors and are also influenced by the different calendar composition of the reference period.,,,,,EURO,Euro,6,Millions
Q,Quarterly,IT,Italy,P3_D_W0_S1M,Final consumption expenditure of households and non-profit institutions serving households (npish),V,Current prices,N,Raw data,2025M10,Oct-2025,2002-Q4,201595.1,,,,,,,VAL__V_N1,Current prices:they reflect the value of a product at prices of the current reporting period.,CORREZ__N_N1,Raw data:present infra annual fluctuations due to seasonal factors and are also influenced by the different calendar composition of the reference period.,,,,,EURO,Euro,6,Millions
Q,Quarterly,IT,Italy,P3_D_W0_S1M,Final consumption expenditure of households and non-profit institutions serving households (npish),V,Current prices,N,Raw data,2025M10,Oct-2025,2003-Q1,201625,,,,,,,VAL__V_N1,Current prices:they reflect the value of a product at prices of the current reporting period.,CORREZ__N_N1,Raw data:present infra annual fluctuations due to seasonal factors and are also influenced by the different calendar composition of the reference period.,,,,,EURO,Euro,6,Millions
Q,Quarterly,IT,Italy,P3_D_W0_S1M,Final consumption expenditure of households and non-profit institutions serving households (npish),V,Current prices,N,Raw data,2025M10,Oct-2025,2003-Q2,205685.9,,,,,,,VAL__V_N1,Current prices:they reflect the value of a product at prices of the current reporting period.,CORREZ__N_N1,Raw data:present infra annual fluctuations due to seasonal factors and are also influenced by the different calendar composition of the reference period.,,,,,EURO,Euro,6,Millions
Q,Quarterly,IT,Italy,P3_D_W0_S1M,Final consumption expenditure of households and non-profit institutions serving households (npish),V,Current prices,N,Raw data,2025M10,Oct-2025,2003-Q3,209148.8,,,,,,,VAL__V_N1,Current prices:they reflect the value of a product at prices of the current reporting period.,CORREZ__N_N1,Raw data:present infra annual fluctuations due to seasonal factors and are also influenced by the different calendar composition of the reference period.,,,,,EURO,Euro,6,Millions
Q,Quarterly,IT,Italy,P3_D_W0_S1M,Final consumption expenditure of households and non-profit institutions serving households (npish),V,Current prices,N,Raw data,2025M10,Oct-2025,2003-Q4,207787.7,,,,,,,VAL__V_N1,Current prices:they reflect the value of a product at prices of the current reporting period.,CORREZ__N_N1,Raw data:present infra annual fluctuations due to seasonal factors and are also influenced by the different calendar composition of the reference period.,,,,,EURO,Euro,6,Millions
Q,Quarterly,IT,Italy,P3_D_W0_S1M,Final consumption expenditure of households and non-profit institutions serving households (npish),V,Current prices,N,Raw data,2025M10,Oct-2025,2004-Q1,207673.4,,,,,,,VAL__V_N1,Current prices:they reflect the value of a product at prices of the current reporting period.,CORREZ__N_N1,Raw data:present infra annual fluctuations due to seasonal factors and are also influenced by the different calendar composition of the reference period.,,,,,EURO,Euro,6,Millions
Q,Quarterly,IT,Italy,P3_D_W0_S1M,Final consumption expenditure of households and non-profit institutions serving households (npish),V,Current prices,N,Raw data,2025M10,Oct-2025,2004-Q2,212416.7,,,,,,,VAL__V_N1,Current prices:they reflect the value of a product at prices of the current reporting period.,CORREZ__N_N1,Raw data:present infra annual fluctuations due to seasonal factors and are also influenced by the different calendar composition of the reference period.,,,,,EURO,Euro,6,Millions
Q,Quarterly,IT,Italy,P3_D_W0_S1M,Final consumption expenditure of households and non-profit institutions serving households (npish),V,Current prices,N,Raw data,2025M10,Oct-2025,2004-Q3,216732.6,,,,,,,VAL__V_N1,Current prices:they reflect the value of a product at prices of the current reporting period.,CORREZ__N_N1,Raw data:present infra annual fluctuations due to seasonal factors and are also influenced by the different calendar composition of the reference period.,,,,,EURO,Euro,6,Millions
Q,Quarterly,IT,Italy,P3_D_W0_S1M,Final consumption expenditure of households and non-profit institutions serving households (npish),V,Current prices,N,Raw data,2025M10,Oct-2025,2004-Q4,215887.5,,,,,,,VAL__V_N1,Current prices:they reflect the value of a product at prices of the current reporting period.,CORREZ__N_N1,Raw data:present infra annual fluctuations due to seasonal factors and are also influenced by the different calendar composition of the reference period.,,,,,EURO,Euro,6,Millions
Q,Quarterly,IT,Italy,P3_D_W0_S1M,Final consumption expenditure of households and non-profit institutions serving households (npish),V,Current prices,N,Raw data,2025M10,Oct-2025,2005-Q1,214176.8,,,,,,,VAL__V_N1,Current prices:they reflect the value of a product at prices of the current reporting period.,CORREZ__N_N1,Raw data:present infra annual fluctuations due to seasonal factors and are also influenced by the different calendar composition of the reference period.,,,,,EURO,Euro,6,Millions
Q,Quarterly,IT,Italy,P3_D_W0_S1M,Final consumption expenditure of households and non-profit institutions serving households (npish),V,Current prices,N,Raw data,2025M10,Oct-2025,2005-Q2,219215.2,,,,,,,VAL__V_N1,Current prices:they reflect the value of a product at prices of the current reporting period.,CORREZ__N_N1,Raw data:present infra annual fluctuations due to seasonal factors and are also influenced by the different calendar composition of the reference period.,,,,,EURO,Euro,6,Millions
Q,Quarterly,IT,Italy,P3_D_W0_S1M,Final consumption expenditure of households and non-profit institutions serving households (npish),V,Current prices,N,Raw data,2025M10,Oct-2025,2005-Q3,225729.8,,,,,,,VAL__V_N1,Current prices:they reflect the value of a product at prices of the current reporting period.,CORREZ__N_N1,Raw data:present infra annual fluctuations due to seasonal factors and are also influenced by the different calendar composition of the reference period.,,,,,EURO,Euro,6,Millions
Q,Quarterly,IT,Italy,P3_D_W0_S1M,Final consumption expenditure of households and non-profit institutions serving households (npish),V,Current prices,N,Raw data,2025M10,Oct-2025,2005-Q4,223423.6,,,,,,,VAL__V_N1,Current prices:they reflect the value of a product at prices of the current reporting period.,CORREZ__N_N1,Raw data:present infra annual fluctuations due to seasonal factors and are also influenced by the different calendar composition of the reference period.,,,,,EURO,Euro,6,Millions
Q,Quarterly,IT,Italy,P3_D_W0_S1M,Final consumption expenditure of households and non-profit institutions serving households (npish),V,Current prices,N,Raw data,2025M10,Oct-2025,2006-Q1,223931.3,,,,,,,VAL__V_N1,Current prices:they reflect the value of a product at prices of the current reporting period.,CORREZ__N_N1,Raw data:present infra annual fluctuations due to seasonal factors and are also influenced by the different calendar composition of the reference period.,,,,,EURO,Euro,6,Millions
Q,Quarterly,IT,Italy,P3_D_W0_S1M,Final consumption expenditure of households and non-profit institutions serving households (npish),V,Current prices,N,Raw data,2025M10,Oct-2025,2006-Q2,228565.4,,,,,,,VAL__V_N1,Current prices:they reflect the value of a product at prices of the current reporting period.,CORREZ__N_N1,Raw data:present infra annual fluctuations due to seasonal factors and are also influenced by the different calendar composition of the reference period.,,,,,EURO,Euro,6,Millions
Q,Quarterly,IT,Italy,P3_D_W0_S1M,Final consumption expenditure of households and non-profit institutions serving households (npish),V,Current prices,N,Raw data,2025M10,Oct-2025,2006-Q3,234703.5,,,,,,,VAL__V_N1,Current prices:they reflect the value of a product at prices of the current reporting period.,CORREZ__N_N1,Raw data:present infra annual fluctuations due to seasonal factors and are also influenced by the different calendar composition of the reference period.,,,,,EURO,Euro,6,Millions
Q,Quarterly,IT,Italy,P3_D_W0_S1M,Final consumption expenditure of households and non-profit institutions serving households (npish),V,Current prices,N,Raw data,2025M10,Oct-2025,2006-Q4,231666.2,,,,,,,VAL__V_N1,Current prices:they reflect the value of a product at prices of the current reporting period.,CORREZ__N_N1,Raw data:present infra annual fluctuations due to seasonal factors and are also influenced by the different calendar composition of the reference period.,,,,,EURO,Euro,6,Millions
Q,Quarterly,IT,Italy,P3_D_W0_S1M,Final consumption expenditure of households and non-profit institutions serving households (npish),V,Current prices,N,Raw data,2025M10,Oct-2025,2007-Q1,231378.3,,,,,,,VAL__V_N1,Current prices:they reflect the value of a product at prices of the current reporting period.,CORREZ__N_N1,Raw data:present infra annual fluctuations due to seasonal factors and are also influenced by the different calendar composition of the reference period.,,,,,EURO,Euro,6,Millions
Q,Quarterly,IT,Italy,P3_D_W0_S1M,Final consumption expenditure of households and non-profit institutions serving households (npish),V,Current prices,N,Raw data,2025M10,Oct-2025,2007-Q2,237395.1,,,,,,,VAL__V_N1,Current prices:they reflect the value of a product at prices of the current reporting period.,CORREZ__N_N1,Raw data:present infra annual fluctuations due to seasonal factors and are also influenced by the different calendar composition of the reference period.,,,,,EURO,Euro,6,Millions
Q,Quarterly,IT,Italy,P3_D_W0_S1M,Final consumption expenditure of households and non-profit institutions serving households (npish),V,Current prices,N,Raw data,2025M10,Oct-2025,2007-Q3,242889,,,,,,,VAL__V_N1,Current prices:they reflect the value of a product at prices of the current reporting period.,CORREZ__N_N1,Raw data:present infra annual fluctuations due to seasonal factors and are also influenced by the different calendar composition of the reference period.,,,,,EURO,Euro,6,Millions
Q,Quarterly,IT,Italy,P3_D_W0_S1M,Final consumption expenditure of households and non-profit institutions serving households (npish),V,Current prices,N,Raw data,2025M10,Oct-2025,2007-Q4,238852.5,,,,,,,VAL__V_N1,Current prices:they reflect the value of a product at prices of the current reporting period.,CORREZ__N_N1,Raw data:present infra annual fluctuations due to seasonal factors and are also influenced by the different calendar composition of the reference period.,,,,,EURO,Euro,6,Millions
Q,Quarterly,IT,Italy,P3_D_W0_S1M,Final consumption expenditure of households and non-profit institutions serving households (npish),V,Current prices,N,Raw data,2025M10,Oct-2025,2008-Q1,238955.7,,,,,,,VAL__V_N1,Current prices:they reflect the value of a product at prices of the current reporting period.,CORREZ__N_N1,Raw data:present infra annual fluctuations due to seasonal factors and are also influenced by the different calendar composition of the reference period.,,,,,EURO,Euro,6,Millions
Q,Quarterly,IT,Italy,P3_D_W0_S1M,Final consumption expenditure of households and non-profit institutions serving households (npish),V,Current prices,N,Raw data,2025M10,Oct-2025,2008-Q2,242964.3,,,,,,,VAL__V_N1,Current prices:they reflect the value of a product at prices of the current reporting period.,CORREZ__N_N1,Raw data:present infra annual fluctuations due to seasonal factors and are also influenced by the different calendar composition of the reference period.,,,,,EURO,Euro,6,Millions
Q,Quarterly,IT,Italy,P3_D_W0_S1M,Final consumption expenditure of households and non-profit institutions serving households (npish),V,Current prices,N,Raw data,2025M10,Oct-2025,2008-Q3,248628.9,,,,,,,VAL__V_N1,Current prices:they reflect the value of a product at prices of the current reporting period.,CORREZ__N_N1,Raw data:present infra annual fluctuations due to seasonal factors and are also influenced by the different calendar composition of the reference period.,,,,,EURO,Euro,6,Millions
Q,Quarterly,IT,Italy,P3_D_W0_S1M,Final consumption expenditure of households and non-profit institutions serving households (npish),V,Current prices,N,Raw data,2025M10,Oct-2025,2008-Q4,239539.7,,,,,,,VAL__V_N1,Current prices:they reflect the value of a product at prices of the current reporting period.,CORREZ__N_N1,Raw data:present infra annual fluctuations due to seasonal factors and are also influenced by the different calendar composition of the reference period.,,,,,EURO,Euro,6,Millions
Q,Quarterly,IT,Italy,P3_D_W0_S1M,Final consumption expenditure of households and non-profit institutions serving households (npish),V,Current prices,N,Raw data,2025M10,Oct-2025,2009-Q1,233610.8,,,,,,,VAL__V_N1,Current prices:they reflect the value of a product at prices of the current reporting period.,CORREZ__N_N1,Raw data:present infra annual fluctuations due to seasonal factors and are also influenced by the different calendar composition of the reference period.,,,,,EURO,Euro,6,Millions
Q,Quarterly,IT,Italy,P3_D_W0_S1M,Final consumption expenditure of households and non-profit institutions serving households (npish),V,Current prices,N,Raw data,2025M10,Oct-2025,2009-Q2,236703.1,,,,,,,VAL__V_N1,Current prices:they reflect the value of a product at prices of the current reporting period.,CORREZ__N_N1,Raw data:present infra annual fluctuations due to seasonal factors and are also influenced by the different calendar composition of the reference period.,,,,,EURO,Euro,6,Millions
Q,Quarterly,IT,Italy,P3_D_W0_S1M,Final consumption expenditure of households and non-profit institutions serving households (npish),V,Current prices,N,Raw data,2025M10,Oct-2025,2009-Q3,243085.5,,,,,,,VAL__V_N1,Current prices:they reflect the value of a product at prices of the current reporting period.,CORREZ__N_N1,Raw data:present infra annual fluctuations due to seasonal factors and are also influenced by the different calendar composition of the reference period.,,,,,EURO,Euro,6,Millions
Q,Quarterly,IT,Italy,P3_D_W0_S1M,Final consumption expenditure of households and non-profit institutions serving households (npish),V,Current prices,N,Raw data,2025M10,Oct-2025,2009-Q4,238076.9,,,,,,,VAL__V_N1,Current prices:they reflect the value of a product at prices of the current reporting period.,CORREZ__N_N1,Raw data:present infra annual fluctuations due to seasonal factors and are also influenced by the different calendar composition of the reference period.,,,,,EURO,Euro,6,Millions
Q,Quarterly,IT,Italy,P3_D_W0_S1M,Final consumption expenditure of households and non-profit institutions serving households (npish),V,Current prices,N,Raw data,2025M10,Oct-2025,2010-Q1,237405.6,,,,,,,VAL__V_N1,Current prices:they reflect the value of a product at prices of the current reporting period.,CORREZ__N_N1,Raw data:present infra annual fluctuations due to seasonal factors and are also influenced by the different calendar composition of the reference period.,,,,,EURO,Euro,6,Millions
Q,Quarterly,IT,Italy,P3_D_W0_S1M,Final consumption expenditure of households and non-profit institutions serving households (npish),V,Current prices,N,Raw data,2025M10,Oct-2025,2010-Q2,241526.2,,,,,,,VAL__V_N1,Current prices:they reflect the value of a product at prices of the current reporting period.,CORREZ__N_N1,Raw data:present infra annual fluctuations due to seasonal factors and are also influenced by the different calendar composition of the reference period.,,,,,EURO,Euro,6,Millions
Q,Quarterly,IT,Italy,P3_D_W0_S1M,Final consumption expenditure of households and non-profit institutions serving households (npish),V,Current prices,N,Raw data,2025M10,Oct-2025,2010-Q3,251248.7,,,,,,,VAL__V_N1,Current prices:they reflect the value of a product at prices of the current reporting period.,CORREZ__N_N1,Raw data:present infra annual fluctuations due to seasonal factors and are also influenced by the different calendar composition of the reference period.,,,,,EURO,Euro,6,Millions
Q,Quarterly,IT,Italy,P3_D_W0_S1M,Final consumption expenditure of households and non-profit institutions serving households (npish),V,Current prices,N,Raw data,2025M10,Oct-2025,2010-Q4,246089.1,,,,,,,VAL__V_N1,Current prices:they reflect the value of a product at prices of the current reporting period.,CORREZ__N_N1,Raw data:present infra annual fluctuations due to seasonal factors and are also influenced by the different calendar composition of the reference period.,,,,,EURO,Euro,6,Millions
