REF_AREA,TIME_PERIOD,Observation,DATA_TYPE_AGGR,INSTITUTIONAL_SECTOR,Variable
IT,2009-Q4,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,2010-Q1,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,2010-Q2,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,2010-Q3,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,2010-Q4,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,2011-Q1,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,2011-Q2,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,2011-Q3,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,2011-Q4,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,2012-Q1,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,2012-Q2,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,2012-Q3,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,2012-Q4,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,2013-Q1,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,2013-Q2,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,2013-Q3,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,2013-Q4,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,2014-Q1,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,2014-Q2,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,2014-Q3,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,2014-Q4,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,2015-Q1,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,2015-Q2,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,2015-Q3,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,2015-Q4,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,2016-Q1,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,2016-Q2,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,2016-Q3,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,2016-Q4,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,2017-Q1,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,2017-Q2,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,2017-Q3,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,2017-Q4,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,2018-Q1,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,2018-Q2,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,2018-Q3,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,2018-Q4,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,2019-Q1,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,2019-Q2,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,2019-Q3,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,2019-Q4,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,2020-Q1,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,2020-Q2,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,2020-Q3,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,2020-Q4,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,2021-Q1,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,2021-Q2,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,2021-Q3,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,2021-Q4,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,2022-Q1,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,2022-Q2,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,2022-Q3,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,2022-Q4,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,2023-Q1,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,2023-Q2,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,2023-Q3,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,2023-Q4,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,2024-Q1,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,2024-Q2,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,1999-Q1,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,1999-Q2,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,1999-Q3,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,1999-Q4,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,2000-Q1,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,2000-Q2,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,2000-Q3,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,2000-Q4,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,2001-Q1,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,2001-Q2,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,2001-Q3,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,2001-Q4,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,2002-Q1,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,2002-Q2,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,2002-Q3,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,2002-Q4,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,2003-Q1,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,2003-Q2,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,2003-Q3,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,2003-Q4,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,2004-Q1,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,2004-Q2,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,2004-Q3,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,2004-Q4,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,2005-Q1,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,2005-Q2,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,2005-Q3,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,2005-Q4,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,2006-Q1,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,2006-Q2,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,2006-Q3,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,2006-Q4,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,2007-Q1,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,2007-Q2,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,2007-Q3,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,2007-Q4,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,2008-Q1,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,2008-Q2,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,2008-Q3,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,2008-Q4,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,2009-Q1,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,2009-Q2,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,2009-Q3,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,2009-Q4,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,2010-Q1,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,2010-Q2,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,2010-Q3,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,2010-Q4,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,2011-Q1,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,2011-Q2,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,2011-Q3,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,2011-Q4,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,2012-Q1,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,2012-Q2,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,2012-Q3,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,2012-Q4,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,2013-Q1,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,2013-Q2,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,2013-Q3,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,2013-Q4,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,2014-Q1,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,2014-Q2,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,2014-Q3,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,2014-Q4,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,2015-Q1,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,2015-Q2,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,2015-Q3,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,2015-Q4,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,2016-Q1,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,2016-Q2,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,2016-Q3,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,2016-Q4,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,2017-Q1,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,2017-Q2,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,2017-Q3,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,2017-Q4,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,2018-Q1,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,2018-Q2,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,2018-Q3,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,2018-Q4,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,2019-Q1,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,2019-Q2,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,2019-Q3,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,2019-Q4,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,2020-Q1,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,2020-Q2,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,2020-Q3,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,2020-Q4,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,2021-Q1,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,2021-Q2,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,2021-Q3,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,2021-Q4,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,2022-Q1,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,2022-Q2,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,2022-Q3,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,2022-Q4,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,2023-Q1,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,2023-Q2,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,2023-Q3,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,2023-Q4,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,2024-Q1,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,2024-Q2,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,2024-Q3,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,1999-Q1,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,1999-Q2,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,1999-Q3,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,1999-Q4,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,2000-Q1,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,2000-Q2,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,2000-Q3,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,2000-Q4,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,2001-Q1,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,2001-Q2,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,2001-Q3,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,2001-Q4,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,2002-Q1,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,2002-Q2,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,2002-Q3,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,2002-Q4,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,2003-Q1,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,2003-Q2,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,2003-Q3,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,2003-Q4,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,2004-Q1,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,2004-Q2,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,2004-Q3,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,2004-Q4,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,2005-Q1,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,2005-Q2,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,2005-Q3,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,2005-Q4,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,2006-Q1,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,2006-Q2,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,2006-Q3,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,2006-Q4,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,2007-Q1,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,2007-Q2,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,2007-Q3,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,2007-Q4,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,2008-Q1,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,2008-Q2,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,2008-Q3,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,2008-Q4,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,2009-Q1,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,2009-Q2,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,2009-Q3,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,2009-Q4,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,2010-Q1,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,2010-Q2,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,2010-Q3,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,2010-Q4,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,2011-Q1,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,2011-Q2,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,2011-Q3,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,2011-Q4,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,2012-Q1,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,2012-Q2,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,2012-Q3,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,2012-Q4,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,2013-Q1,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,2013-Q2,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,2013-Q3,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,2013-Q4,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,2014-Q1,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,2014-Q2,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,2014-Q3,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,2014-Q4,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,2015-Q1,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,2015-Q2,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,2015-Q3,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,2015-Q4,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,2016-Q1,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,2016-Q2,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,2016-Q3,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,2016-Q4,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,2017-Q1,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,2017-Q2,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,2017-Q3,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,2017-Q4,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,2018-Q1,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,2018-Q2,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,2018-Q3,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,2018-Q4,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,2019-Q1,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,2019-Q2,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,2019-Q3,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,2019-Q4,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,2020-Q1,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,2020-Q2,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,2020-Q3,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,2020-Q4,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,2021-Q1,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,2021-Q2,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,2021-Q3,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,2021-Q4,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,2022-Q1,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,2022-Q2,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,2022-Q3,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,2022-Q4,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,2023-Q1,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,2023-Q2,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,2023-Q3,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,2023-Q4,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,2024-Q1,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,2024-Q2,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,2024-Q3,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,2024-Q4,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,1999-Q1,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,1999-Q2,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,1999-Q3,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,1999-Q4,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,2000-Q1,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,2000-Q2,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,2000-Q3,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,2000-Q4,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,2001-Q1,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,2001-Q2,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,2001-Q3,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,2001-Q4,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,2002-Q1,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,2002-Q2,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,2002-Q3,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,2002-Q4,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,2003-Q1,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,2003-Q2,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,2003-Q3,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,2003-Q4,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,2004-Q1,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,2004-Q2,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,2004-Q3,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,2004-Q4,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,2005-Q1,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,2005-Q2,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,2005-Q3,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,2005-Q4,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,2006-Q1,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,2006-Q2,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,2006-Q3,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,2006-Q4,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,2007-Q1,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,2007-Q2,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,2007-Q3,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,2007-Q4,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,2008-Q1,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,2008-Q2,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,2008-Q3,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,2008-Q4,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,2009-Q1,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,2009-Q2,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,2009-Q3,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,2009-Q4,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,2010-Q1,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,2010-Q2,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,2010-Q3,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,2010-Q4,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,2011-Q1,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,2011-Q2,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,2011-Q3,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,2011-Q4,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,2012-Q1,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,2012-Q2,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,2012-Q3,..,PA_GSA_Z_W0,S13,Sector público en el PIB
IT,2012-Q4,..,PA_GSA_Z_W0,S13,Sector público en el PIB
